Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
6bf6f950-6012-6c6b-824a-a0662b5d8d11,1986-07-23,,999-44-8382,S99990477,X35977497X,Mrs.,Viki353,Adams676,,D'Amore443,M,white,nonhispanic,F,Van Buren  Arkansas  US,961 Boyer Hollow,North Little Rock,Arkansas,Pulaski County,5119,72120,34.685524287274426,-92.08167279378642,307960.41,542438.56,100596
40a5a9dc-f331-6756-3514-a226f80974ca,2022-02-10,,999-73-7058,,,,Lenita591,Wolff180,,,,white,nonhispanic,F,Jonesboro  Arkansas  US,1024 Cole Frontage road,Springdale,Arkansas,Washington County,5143,72762,36.218842050632816,-94.1331786964991,7758.07,0.00,87672
8beaa181-0669-c850-9d96-b24c85c2e872,1948-07-07,,999-22-2510,S99924112,X64400651X,Mrs.,Alysia661,Heaney114,,Corkery305,M,white,nonhispanic,F,Rogers  Arkansas  US,1083 Kessler Manor,Little Rock,Arkansas,Pulaski County,5125,72002,34.6472837445867,-92.1926865100062,587675.73,119670.58,46925
838021dd-8bdb-4203-6c28-e3b0da7a443d,1941-07-01,,999-54-6211,S99917118,X23711093X,Mr.,Curt84,Friesen796,,,D,black,nonhispanic,M,Marshall  Arkansas  US,778 Bergnaum Stravenue,Bauxite,Arkansas,Saline County,5125,72011,34.602441339626004,-92.53216719094611,1193421.55,158927.05,97313
ec9c7f5a-26a0-63ae-0c03-823e13dc24b1,1968-06-05,,999-75-7929,S99912754,X22925237X,Mrs.,Kaylene27,Littel644,,Eichmann909,D,white,nonhispanic,F,Fort Smith  Arkansas  US,906 Jerde Stravenue Unit 84,West Memphis,Arkansas,Crittenden County,5035,72301,35.22146112706071,-90.2906082599794,19427.76,724043.02,9009
663773d3-1978-a6a9-d1cc-c8ba93321ed8,1993-02-17,,999-26-8553,S99981455,X70665397X,Ms.,Laronda769,Dicki44,,,S,white,nonhispanic,F,Russellville  Arkansas  US,444 Fahey Light Suite 98,Conway,Arkansas,Faulkner County,5045,72106,35.10154143797422,-92.39365784367536,9161.19,587721.82,20272
c0b042a5-bd18-4d96-2303-32c0c1191aa8,1979-07-28,,999-89-3646,S99997718,X65657876X,Mr.,Grady603,Goldner995,,,M,white,nonhispanic,M,Malvern  Arkansas  US,705 Collins Overpass,Paragould,Arkansas,Greene County,5055,72450,36.10981642139004,-90.5326153620691,21447.05,253795.94,17216
6896ef59-fd48-89b0-cbc3-7607b37b189c,2021-10-03,,999-32-9170,,,,Ezequiel972,Friesen796,,,,white,nonhispanic,M,Hot Springs  Arkansas  US,256 Cronin Mission,Springdale,Arkansas,Washington County,5143,72703,36.208075055438925,-94.22344779675704,7362.13,3535.07,69167
35e7a83e-e366-24f5-8cfc-62d6bc7efc84,2017-08-05,,999-92-9343,,,,Lance203,Block661,,,,asian,nonhispanic,M,Fairfield Bay  Arkansas  US,154 Stehr Trail Apt 58,Centerton,Arkansas,Benton County,5007,72712,36.30731898100878,-94.27226405853719,14978.15,0.00,43103
e8b221ef-7eb1-2393-16ad-1e75bd8a7c6e,1957-11-01,,999-71-4387,S99939591,X61482411X,Mr.,Hilton264,Kling921,,,D,white,nonhispanic,M,England  Arkansas  US,391 McKenzie Pathway,Lost Bridge Village,Arkansas,Benton County,,00000,36.39858400590589,-93.89523155301572,10267.15,207126.49,14390
6fd69dd0-20f5-1edd-c18f-1b6937c71ed3,2009-10-26,,999-43-3519,,,,Leandra549,Larson43,,,,white,nonhispanic,F,Nashville  Arkansas  US,605 Russel Arcade,Blytheville,Arkansas,Mississippi County,5093,72315,35.86078659559349,-89.93032550397754,31524.72,13465.87,135114
95ae2f3c-c70e-dbd4-d75a-b733fd42c50b,1986-04-05,,999-11-2701,S99971570,X61844535X,Mr.,Virgil85,Pouros728,,,M,white,nonhispanic,M,Maumelle  Arkansas  US,678 Kub Lane Unit 23,Greenbrier,Arkansas,Faulkner County,5045,72058,35.278513295931916,-92.40805576082192,75850.92,48881.65,85820
15f0bcca-a4c8-83b4-5171-13436f665776,1941-12-18,2001-02-10,999-36-5710,S99984221,X81926889X,Mr.,Ethan766,Shanahan202,,,S,white,nonhispanic,M,Fayetteville  Arkansas  US,626 Gislason Underpass,Magnolia,Arkansas,Columbia County,5027,71753,33.26332658432621,-93.22225763920756,170817.79,113490.23,82441
f0f30728-bf63-4179-d81b-74bfd0165e1b,1997-01-02,,999-39-8022,S99911588,X36030953X,Mrs.,Janene3,Watsica258,,Koch169,M,black,nonhispanic,F,Jonesboro  Arkansas  US,413 Grady Estate,Sherwood,Arkansas,Pulaski County,5119,72116,34.92438269379019,-92.23777847618408,48719.33,140053.79,31591
83d3e319-36ca-635d-66c4-f5b5ddcdabba,1998-05-24,,999-71-4761,S99931711,X22158963X,Ms.,Lean294,Stehr398,,,,black,nonhispanic,F,Springdale  Arkansas  US,601 Kub Estate Suite 55,Eudora,Arkansas,Chicot County,5017,71640,33.09245244442088,-91.24791130912979,12531.27,1058125.22,8916
33e00f91-252f-d5a3-8068-5357e911a79b,2012-01-18,,999-65-4001,,,,Penny812,Casper496,,,,white,nonhispanic,F,Little Rock  Arkansas  US,966 Deckow Divide,Cabot,Arkansas,Lonoke County,5085,72176,35.00934588634063,-92.06832717668415,14644.36,6239.88,103763
3e841915-1d1f-f53b-88b8-6f75b9863a6c,1991-07-20,,999-79-5150,S99918116,X4913146X,Mrs.,Gloria696,Beltrán716,,Rentería94,M,white,hispanic,F,Caracas  Capital District  VE,227 Abbott Trace,Rockwell,Arkansas,Garland County,,00000,34.46331960040887,-93.15057271536162,11625.88,458750.32,13903
49415388-6a8b-2355-70b6-c1bebedd1dcd,2024-04-24,,999-24-2662,,,,Dinah304,Cole117,,,,white,nonhispanic,F,Blytheville  Arkansas  US,834 Brekke Frontage road Suite 17,Jonesboro,Arkansas,Craighead County,5031,72401,35.743075873236705,-90.74451425907395,3215.14,3907.34,59611
e5449f53-b301-9ac4-0f32-916d6442885b,2011-11-17,,999-70-6380,,,,Mandy775,Turcotte120,,,,asian,nonhispanic,F,Russellville  Arkansas  US,576 Botsford Row Apt 7,Bryant,Arkansas,Saline County,5125,72002,34.46025261365405,-92.6267092416261,21447.83,0.00,144381
5f018f76-1756-a937-0a0e-3b948d140723,1996-12-08,,999-27-5614,S99963616,X31723048X,Ms.,Luanne915,Deckow585,,,S,white,nonhispanic,F,Fayetteville  Arkansas  US,1014 Morar Junction,Johnson,Arkansas,Washington County,5143,72704,36.2072077192347,-94.2531541200018,298856.97,403158.17,26668
96609a75-abde-d548-0e04-156e2528699a,1971-01-24,,999-71-7908,S99958273,X70468930X,Mrs.,Tina856,Harber290,,Ritchie586,M,white,nonhispanic,F,Blytheville  Arkansas  US,291 Rippin Bay,Lonoke,Arkansas,Lonoke County,5085,72086,34.78037041601741,-91.89666146502233,834917.82,0.00,74110
b39a41ef-8d45-1b80-8d38-964a59e0d934,1950-11-19,,999-58-2571,S99986648,X5483466X,Ms.,Lanie389,Armstrong51,,,S,black,nonhispanic,F,Maumelle  Arkansas  US,114 Harber View,Little Rock,Arkansas,Pulaski County,5119,72204,34.85457918990854,-92.5799734687627,1583706.03,161928.79,55580
4b75d877-6e34-157a-7fa2-da75736c6b0a,1941-12-18,2012-08-31,999-53-3472,S99974529,X74821651X,Mr.,Cristobal567,Cronin387,,,M,white,nonhispanic,M,Prairie Grove  Arkansas  US,371 Eichmann Ferry Unit 98,Magnolia,Arkansas,Columbia County,5027,71753,33.28381668338551,-93.26376416012876,179257.19,63814.17,82441
da259990-ac11-088f-0028-a12ecfc29034,2008-10-28,,999-85-9569,S99913314,,,Abraham100,Brekke496,,,,black,nonhispanic,M,Blytheville  Arkansas  US,291 Beer Village,Bono,Arkansas,Craighead County,5031,72416,36.01293782473241,-90.76264237148116,5150.00,39998.61,17933
fac21708-5913-5e74-1596-332f9c10ce6f,2000-11-25,,999-94-8907,S99998667,X52439238X,Mr.,Rod343,Bashirian201,,,,white,nonhispanic,M,Cabot  Arkansas  US,882 Kuhlman Orchard,Fayetteville,Arkansas,Washington County,5143,72704,35.88184121843351,-93.93326526175312,8712.06,67973.60,1747
e383bffa-a734-00dc-3663-560deab1eb64,1946-03-24,,999-65-8709,S99943125,X6241024X,Mr.,Jarod376,Hickle134,,,S,white,nonhispanic,M,Greenbrier  Arkansas  US,732 Kling Union Apt 3,Sherwood,Arkansas,Pulaski County,5119,72076,34.778694957997885,-92.18668190093597,70530.43,309660.34,115137
f5da0ec4-5fd4-0fdd-3d21-b94b47b6b421,1942-07-05,2012-05-25,999-23-1763,S99947948,X22973423X,Mr.,Delbert384,Sipes176,,,M,white,nonhispanic,M,Little Rock  Arkansas  US,833 Bruen Fort Unit 95,Clarksville,Arkansas,Johnson County,5071,72830,35.54042546045138,-93.53729698119248,15036.73,316322.56,11622
d6ae0cd0-f26d-c500-aea9-e7d05bb08cee,1970-03-13,2024-08-17,999-25-9855,S99912598,X60572008X,Mr.,Cletus494,Kshlerin58,,,S,white,nonhispanic,M,Little Rock  Arkansas  US,702 Morissette Brook Unit 69,Clarksville,Arkansas,Johnson County,5071,72830,35.4655937716781,-93.56183902279227,144791.66,534867.96,4458
907dc379-f4db-85e1-a321-c52be80d2f5a,2014-01-29,,999-25-9373,,,,Lester513,White193,,,,white,nonhispanic,M,Springdale  Arkansas  US,357 McKenzie Spur,Batesville,Arkansas,Independence County,5063,72501,35.803885057771005,-91.66315258186106,1550.00,13961.27,24753
0043d76a-4186-ea15-afb0-2775abad7e32,1961-01-04,,999-63-1591,S99914974,X80767065X,Mr.,Leslie90,Wuckert783,,,S,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,460 Klocko Dam,Fayetteville,Arkansas,Washington County,5143,72764,36.09984511055565,-94.2623485364052,119889.37,106766.50,27017
6e3e28de-3fb1-1567-62d3-89dd0425c3f4,1966-01-04,,999-89-3212,S99982991,X74174846X,Mr.,Roger751,Hauck852,,,M,white,nonhispanic,M,Russellville  Arkansas  US,834 McKenzie Skyway Unit 72,Fayetteville,Arkansas,Washington County,5143,72730,36.12829901627344,-94.07914597835162,96281.03,15737.45,135254
c74889b1-2e59-e09f-262a-e42b29acc0c6,1965-08-31,,999-30-2309,S99964682,X63783598X,Mrs.,Hisako109,Eichmann909,,Rosenbaum794,D,white,nonhispanic,F,Springdale  Arkansas  US,920 Ernser Walk Suite 2,Springdale,Arkansas,Washington County,5143,72764,36.28907059722874,-94.06004957311984,1560359.97,264271.79,48465
fdcad403-907b-3bf1-25fd-7198f8073c85,1997-07-19,,999-40-5369,S99965814,X41117423X,Ms.,Jerry654,Green467,,,S,black,nonhispanic,F,Lonoke  Arkansas  US,691 Baumbach Flat Apt 41,Edmondson,Arkansas,Crittenden County,5035,72332,35.085742476320775,-90.28088460526921,12350.00,1120063.02,8295
9e5f3418-5a86-0c4c-4523-d19fcab0b702,2020-01-21,,999-34-5916,,,,Bettye671,Macejkovic424,,,,white,nonhispanic,F,Benton  Arkansas  US,594 Jerde Burg,Little Rock,Arkansas,Pulaski County,5119,72212,34.64142835260231,-92.4901766056229,850.00,9237.51,20763
a685cb0e-d255-248b-218a-4f9ad06c6a31,1968-05-17,,999-61-6862,S99966486,X23636785X,Mr.,Fidel864,Lang846,,,D,white,nonhispanic,M,North Little Rock  Arkansas  US,1005 Kuphal Trace,De Queen,Arkansas,Sevier County,5133,71832,34.07762465940747,-94.39224762880718,391125.78,361108.47,46834
33ae2595-b623-57a3-922d-0d4b06930d53,1970-03-13,,999-54-3541,S99991425,X66908827X,Mr.,Julio255,Heaney114,,,M,white,nonhispanic,M,Fayetteville  Arkansas  US,642 Halvorson Well,Clarksville,Arkansas,Johnson County,5071,72830,35.544342233006056,-93.48954415609654,10529.95,120530.66,4458
50ade159-f8f2-ae2b-99c7-5d28d3fc90ef,2015-02-09,,999-52-2804,,,,Jamison785,Langworth352,,,,white,nonhispanic,M,Van Buren  Arkansas  US,411 Hyatt Forge,Little Rock,Arkansas,Pulaski County,5125,72002,34.65546669678273,-92.20876370740429,21584.48,0.00,55364
a7a1613c-9a2f-3b29-c1ae-fe55e191ed18,2014-04-13,,999-69-6343,,,,Eura647,Fisher429,,,,black,nonhispanic,F,Gurdon  Arkansas  US,222 Cummings Light Unit 48,Dumas,Arkansas,Desha County,5041,71662,33.796664682621724,-91.47165200311916,22455.83,11468.43,64867
defc3f0d-60ff-300c-bcc5-db9ce194ba06,2017-07-20,,999-45-2250,,,,Deedee112,Gaylord332,,,,white,nonhispanic,F,Hot Springs Village  Arkansas  US,541 Dare Brook Unit 55,Rector,Arkansas,Clay County,5021,72461,36.29753920156675,-90.2518783449927,10424.92,1557.34,47836
2024c3c5-4165-f383-0071-92c7bcea7dfe,2016-03-10,,999-89-9511,,,,Addie421,Olson653,,,,black,nonhispanic,F,Newport  Arkansas  US,207 Konopelski Parade Suite 89,Rockwell,Arkansas,Garland County,,00000,34.50277821776237,-93.14701433570283,11598.59,0.00,40696
9c8099fd-a9fe-a2bc-a384-bc8f32c4e419,2007-12-12,,999-79-2622,S99934882,,,Sindy229,Gislason620,,,,white,nonhispanic,F,Benton  Arkansas  US,162 Howe Gardens,Little Rock,Arkansas,Pulaski County,5119,72212,34.78160835018433,-92.3605181107236,4100.00,34582.13,18495
1009d0ce-7ff2-e13a-6f2c-a711d97816f0,1998-01-07,,999-65-2610,S99969105,X62256588X,Mr.,Josue598,Marquardt819,,,,white,nonhispanic,M,Fayetteville  Arkansas  US,915 Kessler Fork Unit 86,Fort Smith,Arkansas,Sebastian County,5131,72903,35.39186137497295,-94.36363831544261,52507.32,3300.93,42006
7fbb6685-4312-9f1c-3db1-e88cca96f9ec,2006-01-30,,999-57-1208,S99928108,,Ms.,Shanel903,Hermann103,,,,black,nonhispanic,F,Leachville  Arkansas  US,627 Renner Row Unit 86,Little Rock,Arkansas,Pulaski County,5119,72201,34.667378991588386,-92.37445916822644,47374.16,52156.99,47356
af337a81-6052-57b5-2339-2a8ce0641192,1941-12-18,2023-04-24,999-88-2710,S99963188,X87007021X,Mr.,Harland508,Herman763,,,M,white,nonhispanic,M,Little Rock  Arkansas  US,995 Larson Bridge,Magnolia,Arkansas,Columbia County,5027,71753,33.256810342394054,-93.27044474677068,83824.97,737776.36,82441
c2aedde3-ab68-0228-8b10-31a4d7672e84,1972-07-25,,999-50-7396,S99959160,X88879451X,Mr.,Andre610,Bailey598,,,M,white,nonhispanic,M,Danville  Arkansas  US,115 White Vale,Little Rock,Arkansas,Pulaski County,5119,72204,34.79119385007622,-92.3819554931127,96372.94,18153.30,37450
ca39b0a8-53c2-f6b4-8427-ccdcb0f53bcb,1985-06-03,,999-76-6828,S99937031,X24504693X,Mrs.,Gita759,DuBuque211,,Osinski784,M,white,nonhispanic,F,Trumann  Arkansas  US,245 Hermiston Corner,Little Rock,Arkansas,Pulaski County,5119,72205,34.778201608082014,-92.464359489109,162597.76,458013.89,51704
083276c6-9fc0-748e-301f-8201ee33b079,1957-11-03,2016-01-28,999-88-5830,S99949603,X39445593X,Mr.,Perry780,Walter473,,,S,white,nonhispanic,M,Prairie Creek  Arkansas  US,318 Labadie Landing Apt 40,Springdale,Arkansas,Washington County,5143,72764,36.142059660564435,-94.0726210978913,90425.54,14091.50,67632
4c096434-093c-91e5-769c-5eefe168add4,2014-01-01,,999-21-9708,,,,Keven605,Herzog843,,,,white,nonhispanic,M,Fort Smith  Arkansas  US,446 Sawayn Mill Unit 50,Fayetteville,Arkansas,Washington County,5143,72764,36.034021933804524,-94.08677028246748,20708.98,0.00,113294
e4023f41-09d2-62db-ff87-153862c64aa7,1942-11-18,,999-33-1309,S99992968,X77955918X,Mrs.,Temeka297,Bode78,,Waelchi213,D,hawaiian,nonhispanic,F,Jonesboro  Arkansas  US,445 Marvin Mission,Cave City,Arkansas,Sharp County,5135,72521,35.924380034150786,-91.50645213996594,27579.26,2103270.46,17664
a64376c5-a6f1-de5b-e751-8385db2f653a,1941-12-18,1974-09-16,999-20-3597,S99929533,X9004080X,Mr.,Junior695,Jerde200,,,M,white,nonhispanic,M,Little Rock  Arkansas  US,316 Connelly Alley,Magnolia,Arkansas,Columbia County,5027,71753,33.20081749251107,-93.20019163080592,51567.57,86752.40,82441
a2ccbd37-6527-92f0-4ce4-823c47ffe959,1982-09-09,,999-75-7625,S99924459,X34570389X,Mrs.,Alysha630,Medhurst46,,Schulist381,M,black,nonhispanic,F,Rogers  Arkansas  US,804 Schinner Lane,Conway,Arkansas,Faulkner County,5045,72106,35.07365365895872,-92.52309273822144,339869.10,105188.75,103715
b15db3f0-b7e3-24cc-1654-4ebbbba82d6d,1958-12-13,2025-03-25,999-88-1506,S99914389,X24407987X,Ms.,Yessenia339,Feeney44,,,S,black,nonhispanic,F,Holland  Arkansas  US,365 Hyatt Quay,Jonesboro,Arkansas,Craighead County,5031,72467,35.86450406195658,-90.7067618052311,1728698.16,67442.81,73597
033aa18c-c4e8-9a52-bbe7-ad5274fe5b57,1966-08-25,2021-05-06,999-22-4765,S99928904,X71197903X,Mrs.,Hildegard72,Sipes176,,Dickinson688,M,white,nonhispanic,F,Fort Smith  Arkansas  US,129 Daugherty Village,Siloam Springs,Arkansas,Benton County,5007,72761,36.19277871362583,-94.49629849297934,1048615.27,70535.55,74070
afb88be6-ae6f-3947-ea48-2593b68ac7a6,1980-07-28,,999-35-7051,S99998821,X31298292X,Mr.,Colin861,King743,,,M,white,nonhispanic,M,Little Rock  Arkansas  US,614 Blanda Alley Unit 81,Springdale,Arkansas,Washington County,5143,72703,36.134373646717435,-94.10098465862575,55586.62,0.00,98983
42ab2c90-20d6-d4b2-a518-d53a451ad768,2019-08-13,,999-28-5108,,,,Renita685,Dare640,,,,black,nonhispanic,F,West Memphis  Arkansas  US,696 Breitenberg Overpass Apt 84,Maumelle,Arkansas,Pulaski County,5119,72113,34.85243292652595,-92.86016186113137,9678.26,0.00,27912
d7a701de-2782-6fb2-6363-598f9713df0b,1966-08-25,,999-79-1148,S99974200,X77135294X,Ms.,Lakeesha370,Leuschke194,,,S,white,nonhispanic,F,Little Rock  Arkansas  US,365 Mohr Dam Unit 57,Siloam Springs,Arkansas,Benton County,5007,72761,36.11866811932115,-94.42686877455021,2055254.43,37969.73,74070
9dc7409b-2d4a-627d-152c-5a8355d73f53,2024-04-06,,999-52-4273,,,,Retha410,Harber290,,,,white,nonhispanic,F,Eudora  Arkansas  US,216 Marquardt Throughway Suite 90,Johnson,Arkansas,Washington County,5143,72762,36.16143290577841,-94.04716201384612,6447.60,1225.00,46140
40744a7c-281f-93b3-71e8-2e2be377c1dd,1957-11-03,2006-09-14,999-74-1912,S99943768,X82839637X,Mr.,Kirby843,Upton904,,,M,white,nonhispanic,M,Osceola  Arkansas  US,260 Corkery Parade Unit 35,Springdale,Arkansas,Washington County,5143,72762,36.21342484682653,-94.2673854535929,866472.95,1240875.84,67632
afc8cefc-1bee-e519-8fb3-926e54328961,1977-01-21,1991-09-05,999-49-2414,,,,Donnette259,Luettgen772,,,,white,nonhispanic,F,Holiday Island  Arkansas  US,939 Erdman Mill Apt 15,Trumann,Arkansas,Poinsett County,5111,72472,35.58130440783373,-90.56689757891047,3203.30,77211.56,12877
922ed73f-9b54-9064-5c2c-98e8cbc5c39b,1982-07-15,,999-77-2044,S99960768,X52212106X,Ms.,Anh979,Jakubowski832,,,S,white,nonhispanic,F,Little Rock  Arkansas  US,623 Aufderhar Vale,Atkins,Arkansas,Pope County,5115,72823,35.268333261568344,-92.95394424793865,225835.03,575507.43,49615
856a1510-385e-8c64-b43c-af0e8e9c281b,1958-12-13,,999-35-2502,S99995662,X56865373X,Mrs.,Leonor133,Bartell116,,Mante251,M,black,nonhispanic,F,Hot Springs  Arkansas  US,1084 Rice Parade Unit 22,Jonesboro,Arkansas,Craighead County,5031,72467,35.737323480145484,-90.54194564449571,985329.50,36328.09,73597
ea9b7ea5-c99d-32e3-08b3-6c17d67d0373,1997-03-06,,999-90-7874,S99991602,X64389899X,Ms.,Coletta724,Macejkovic424,,,S,white,nonhispanic,F,Clarksville  Arkansas  US,987 Quigley Avenue Apt 14,Jonesboro,Arkansas,Craighead County,5031,72411,35.80723809650966,-90.6644394451588,8582.61,774357.21,16997
4a50369b-503d-9450-0a97-1842db6bb402,1977-01-21,,999-32-6069,S99957514,X41740074X,Mrs.,Robbie31,Rempel203,,Hand679,M,white,nonhispanic,F,North Little Rock  Arkansas  US,475 Towne Gardens Apt 20,Trumann,Arkansas,Poinsett County,5111,72472,35.610853142107686,-90.5539809719967,14507.00,570724.28,12877
c1c57a5f-d099-48bb-9541-f21ae9131394,2022-06-17,,999-78-9513,,,,Adela471,Vanegas191,,,,black,hispanic,F,San Salvador  El Salvador  SV,626 Kerluke Crossing Suite 37,Little Rock,Arkansas,Pulaski County,5119,72211,34.72874485336818,-92.34215291977785,4515.57,4507.82,71739
eb601c66-f1f0-82fc-3908-a12a9b1170da,1954-10-04,,999-54-5458,S99996621,X3575802X,Mr.,Jeff859,Gerhold939,,,D,white,nonhispanic,M,Goshen  Arkansas  US,980 Stamm Avenue,Lowell,Arkansas,Benton County,5007,72745,36.346068055687674,-94.12207991853228,67966.03,535826.36,51477
a93a70d5-aca7-10da-c141-bcd497dd352f,1990-02-07,,999-48-5399,S99992592,X44145257X,Mr.,Long300,Schmeler639,,,M,asian,nonhispanic,M,Cantho  Cần Thơ  VN,552 Littel Path,Van Buren,Arkansas,Crawford County,5033,72956,35.469220978045456,-94.31718960846504,52703.26,4880.28,87565
588b2789-6a3d-5422-3bb4-4cc72c0e66c1,1993-09-27,,999-62-5910,S99937405,X49194140X,Mrs.,Hedwig986,Reichel38,,Graham902,M,black,nonhispanic,F,Pocahontas  Arkansas  US,899 Corkery Ranch,Little Rock,Arkansas,Pulaski County,5119,72207,34.729309952326716,-92.40135932341323,114401.49,262763.52,36019
734b74e3-e4df-338e-8866-46e0a2ed94c2,1957-11-03,2018-02-01,999-32-7536,S99955925,X60345573X,Mr.,Adam631,Weimann465,,,S,white,nonhispanic,M,Piggott  Arkansas  US,945 Johnson Frontage road Unit 8,Springdale,Arkansas,Washington County,5143,72703,36.12810628683235,-94.02075220814793,160340.98,87154.23,67632
02611941-52dc-975b-4f22-9377df99d406,1942-07-05,,999-16-8870,S99962112,X65211665X,Mr.,Wes853,McGlynn426,,,M,white,nonhispanic,M,Bentonville  Arkansas  US,537 Cummings Orchard Unit 36,Clarksville,Arkansas,Johnson County,5071,72830,35.48566146983534,-93.48609144847974,65627.47,1198281.70,11622
